time,G(i),H_sun,T2m,WS10m,Int
20200416:1806,0,0,30.13,2.76,0
20200416:1906,0,0,29.42,2.62,0
20200416:2006,0,0,28.8,2.69,0
20200416:2106,0,0,28.22,3.31,0
20200416:2206,0,0,26.56,3.03,0
20200416:2306,0,0,26.3,2.55,0
20200417:0006,0,0,26.23,2.28,0
20200417:0106,0,0,26.27,1.93,0
20200417:0206,0,0,26.3,1.86,0
20200417:0306,0,0,26.34,2.07,0
20200417:0406,0,0,26.43,2.34,0
20200417:0506,0,0,26.49,2.21,0
20200417:0606,19.97,5.15,26.62,1.93,0
20200417:0706,101.63,19.85,27.69,2.9,0
20200417:0806,239.77,34.59,28.69,3.72,0
20200417:0906,400.48,49.34,29.62,2.97,0
20200417:1006,493.69,64.05,28.75,2.48,0
20200417:1106,652.63,78.52,28.68,2.76,0
20200417:1206,634.03,84.55,28.44,2.83,0
20200417:1306,811.94,70.83,29.95,2.97,0
20200417:1406,687.96,56.18,30.98,3.24,0
20200417:1506,560.45,41.44,30.54,3.24,0
20200417:1606,321.27,26.69,26.93,2.9,0
20200417:1706,28.96,11.97,26.14,2.41,0
20200417:1806,0,0,26.11,2.55,0
20200417:1906,0,0,26.24,1.45,0
20200417:2006,0,0,26.22,1.31,0
20200417:2106,0,0,26.19,1.17,0
20200417:2206,0,0,26.23,1.24,0
20200417:2306,0,0,26.16,1.93,0
20200418:0006,0,0,25.91,2.28,0
20200418:0106,0,0,25.69,2,0
20200418:0206,0,0,25.54,1.93,0
20200418:0306,0,0,25.4,2.21,0
20200418:0406,0,0,25.32,1.86,0
20200418:0506,0,0,25.48,1.72,0
20200418:0606,31.53,5.25,25.46,1.38,0
20200418:0706,220.36,19.93,26.8,2.34,0
20200418:0806,326.38,34.65,28.35,3.31,0
20200418:0906,554.24,49.38,29.71,3.38,0
20200418:1006,739.26,64.07,30.34,3.52,0
20200418:1106,425.09,78.46,30.78,3.45,0
20200418:1206,631.96,84.26,31.13,3.45,0
20200418:1306,846.37,70.71,31.54,3.17,0
20200418:1406,577.55,56.1,29.96,2.83,0
20200418:1506,447.27,41.38,28.04,2.76,0
20200418:1606,74.88,26.65,28.66,3.59,0
20200418:1706,36.94,11.94,28.23,3.24,0
20200418:1806,0,0,27.65,2.21,0
20200418:1906,0,0,26.79,2,0
20200418:2006,0,0,26.55,2.14,0
20200418:2106,0,0,26.39,2,0
20200418:2206,0,0,26.21,1.79,0
20200418:2306,0,0,26.11,1.66,0
20200419:0006,0,0,25.92,1.59,0
20200419:0106,0,0,25.72,1.59,0
20200419:0206,0,0,25.64,1.59,0
20200419:0306,0,0,25.48,1.52,0
20200419:0406,0,0,25.46,1.66,0
20200419:0506,0,0,25.12,2.41,0
20200419:0606,31.56,5.34,24.25,2.34,0
20200419:0706,226.92,20.01,26.36,2.69,0
20200419:0806,471.61,34.71,27.78,3.24,0
20200419:0906,540.74,49.43,29.39,3.1,0
20200419:1006,731.25,64.08,30.4,3.03,0
20200419:1106,927.18,78.39,31.24,2.97,0
20200419:1206,613.03,83.97,31.89,3.17,0
20200419:1306,429.27,70.59,28.28,2.97,0
20200419:1406,153.76,56.01,27.6,2.41,0
20200419:1506,104.84,41.31,28.16,3.31,0
20200419:1606,135.8,26.6,27.88,2.41,0
20200419:1706,124.54,11.91,27.67,2.55,0
20200419:1806,0,0,27.17,2.48,0
20200419:1906,0,0,26.13,2.07,0
20200419:2006,0,0,25.93,2.34,0
20200419:2106,0,0,25.93,2.28,0
20200419:2206,0,0,26.01,2.14,0
20200419:2306,0,0,25.89,2,0
20200420:0006,0,0,25.86,1.93,0
20200420:0106,0,0,25.63,1.86,0
20200420:0206,0,0,25.54,1.72,0
20200420:0306,0,0,25.41,1.59,0
20200420:0406,0,0,25.32,1.45,0
20200420:0506,0,0,25.15,1.38,0
20200420:0606,32.53,5.43,25.06,1.24,0
20200420:0706,229.24,20.08,26.01,1.45,0
20200420:0806,198.46,34.77,27.49,3.31,0
20200420:0906,503.53,49.46,28.86,2.9,0
20200420:1006,352.24,64.09,30.51,2.62,0
20200420:1106,955.79,78.31,32.01,2.41,0
20200420:1206,925.06,83.68,33.12,2.34,0
20200420:1306,724.77,70.46,33.94,2.21,0
20200420:1406,664.15,55.93,34.09,2.28,0
20200420:1506,537.4,41.25,33.73,2.55,0
20200420:1606,360.07,26.56,31.51,2.9,0
20200420:1706,119.34,11.88,30.2,2.97,0
20200420:1806,0,0,29.11,2.55,0
20200420:1906,0,0,28.3,1.93,0
20200420:2006,0,0,27.66,1.79,0
20200420:2106,0,0,27.33,1.72,0
20200420:2206,0,0,27.06,1.72,0
20200420:2306,0,0,26.86,1.72,0
20200421:0006,0,0,26.63,1.59,0
20200421:0106,0,0,26.48,1.72,0
20200421:0206,0,0,26.28,1.86,0
20200421:0306,0,0,26.14,1.79,0
20200421:0406,0,0,26.02,1.45,0
20200421:0506,0,0,25.96,1.24,0
20200421:0606,36.55,5.52,25.84,1.17,0
20200421:0706,239.91,20.15,26.96,1.17,0
20200421:0806,441.77,34.83,28.3,1.59,0
20200421:0906,701.11,49.5,30.17,1.72,0
20200421:1006,689.54,64.09,31.82,1.79,0
20200421:1106,900.25,78.22,33.05,1.72,0
20200421:1206,882.58,83.38,34.14,1.45,0
20200421:1306,513.92,70.34,34.75,1.45,0
20200421:1406,357.45,55.84,34.71,1.59,0
20200421:1506,624.26,41.19,34.4,1.93,0
20200421:1606,382.96,26.51,33.1,2.62,0
20200421:1706,135.39,11.86,31.25,2.9,0
20200421:1806,0,0,29.86,2.83,0
20200421:1906,0,0,28.71,2.48,0
20200421:2006,0,0,28.03,2.14,0
20200421:2106,0,0,27.67,1.86,0
20200421:2206,0,0,27.35,1.86,0
20200421:2306,0,0,27.07,1.86,0
20200422:0006,0,0,26.9,1.59,0
20200422:0106,0,0,26.67,1.66,0
20200422:0206,0,0,26.54,1.72,0
20200422:0306,0,0,26.44,1.72,0
20200422:0406,0,0,26.32,1.72,0
20200422:0506,0,0,26.32,1.72,0
20200422:0606,7.99,5.6,26.29,1.66,0
20200422:0706,28.96,20.22,27.25,2.55,0
20200422:0806,57.91,34.88,28.51,3.38,0
20200422:0906,238.6,49.53,29.79,3.1,0
20200422:1006,255.61,64.09,30.59,2.9,0
20200422:1106,372.31,78.12,31.39,2.9,0
20200422:1206,684.82,83.09,31.5,2.9,0
20200422:1306,583.46,70.21,28.6,2.07,0
20200422:1406,680.56,55.76,28.15,1.31,0
20200422:1506,526.83,41.13,28.66,1.38,0
20200422:1606,341.39,26.47,28.71,1.59,0
20200422:1706,122.11,11.83,28.42,1.93,0
20200422:1806,0,0,26.91,1.93,0
20200422:1906,0,0,27.34,1.66,0
20200422:2006,0,0,27.07,1.86,0
20200422:2106,0,0,26.85,1.93,0
20200422:2206,0,0,26.64,1.86,0
20200422:2306,0,0,26.46,1.59,0
20200423:0006,0,0,26.25,1.52,0
20200423:0106,0,0,26.03,1.52,0
20200423:0206,0,0,26,1.38,0
20200423:0306,0,0,25.86,1.17,0
20200423:0406,0,0,25.69,1.1,0
20200423:0506,0,0,25.65,0.97,0
20200423:0606,25.35,5.69,25.65,1.03,0
20200423:0706,227.38,20.29,26.01,2.28,0
20200423:0806,481.12,34.93,26.84,2.69,0
20200423:0906,565.37,49.55,28.1,3.1,0
20200423:1006,795.74,64.08,29.22,3.1,0
20200423:1106,763.94,78.01,30.25,2.9,0
20200423:1206,970.63,82.79,29.75,2.9,0
20200423:1306,897.7,70.07,29.6,2.97,0
20200423:1406,718.03,55.67,28.84,2.69,0
20200423:1506,583.5,41.07,29,2.83,0
20200423:1606,359.2,26.43,28.52,2.55,0
20200423:1706,125.99,11.81,27.2,1.86,0
20200423:1806,0,0,26.79,1.59,0
20200423:1906,0,0,27.22,1.52,0
20200423:2006,0,0,26.72,1.45,0
20200423:2106,0,0,26.38,1.31,0
20200423:2206,0,0,26.14,1.45,0
20200423:2306,0,0,25.89,1.52,0
20200424:0006,0,0,25.79,1.52,0
20200424:0106,0,0,25.62,1.52,0
20200424:0206,0,0,25.5,1.52,0
20200424:0306,0,0,25.34,1.45,0
20200424:0406,0,0,25.18,1.45,0
20200424:0506,0,0,25.02,1.38,0
20200424:0606,38.8,5.77,24.91,1.38,0
20200424:0706,246.09,20.35,26.02,1.03,0
20200424:0806,484.49,34.97,28.02,1.52,0
20200424:0906,691.62,49.57,29.7,1.72,0
20200424:1006,859.09,64.06,31.16,2.07,0
20200424:1106,777.35,77.9,32.17,2.21,0
20200424:1206,693.44,82.5,32.71,2.34,0
20200424:1306,739.71,69.94,33.34,2.69,0
20200424:1406,695.9,55.59,31.72,2.9,0
20200424:1506,590.11,41.01,31.67,2.69,0
20200424:1606,378.9,26.39,30.86,3.03,0
20200424:1706,133.82,11.79,29.92,2.97,0
20200424:1806,0,0,28.86,2.48,0
20200424:1906,0,0,28.23,2.28,0
20200424:2006,0,0,27.8,2.34,0
20200424:2106,0,0,27.24,2.14,0
20200424:2206,0,0,26.94,2.14,0
20200424:2306,0,0,26.68,2.21,0
20200425:0006,0,0,26.4,2.28,0
20200425:0106,0,0,26.22,2.34,0
20200425:0206,0,0,26.07,2.28,0
20200425:0306,0,0,26.09,2.28,0
20200425:0406,0,0,25.92,2.21,0
20200425:0506,0,0,25.82,2.28,0
20200425:0606,29.1,5.84,25.87,2.41,0
20200425:0706,162.03,20.41,26.65,2.14,0
20200425:0806,258.22,35.01,27.83,2.21,0
20200425:0906,639.45,49.59,29.18,2.55,0
20200425:1006,851.98,64.04,29.99,3.17,0
20200425:1106,897.72,77.77,30.34,3.31,0
20200425:1206,821.63,82.2,30.81,3.59,0
20200425:1306,508.74,69.8,30.78,3.31,0
20200425:1406,765.89,55.5,30.86,3.24,0
20200425:1506,571.84,40.95,31.18,3.1,0
20200425:1606,331.64,26.35,30.58,2.62,0
20200425:1706,65.89,11.77,29.72,2.41,0
20200425:1806,0,0,28.79,2.41,0
20200425:1906,0,0,28.28,2.83,0
20200425:2006,0,0,27.75,2.83,0
20200425:2106,0,0,27.44,2.62,0
20200425:2206,0,0,27.19,2.41,0
20200425:2306,0,0,27.03,2.41,0
20200426:0006,0,0,26.87,2.48,0
20200426:0106,0,0,26.79,2.41,0
20200426:0206,0,0,26.64,2.41,0
20200426:0306,0,0,26.63,2.55,0
20200426:0406,0,0,26.55,2.55,0
20200426:0506,0,0,26.56,2.41,0
20200426:0606,8.99,5.92,26.58,2.21,0
20200426:0706,34.95,20.47,26.69,1.17,0
20200426:0806,45.93,35.05,27.6,2.41,0
20200426:0906,72.89,49.6,29.17,1.93,0
20200426:1006,83.87,64.01,30.12,1.66,0
20200426:1106,171.74,77.64,28.63,1.52,0
20200426:1206,213.67,81.91,26.75,2,0
20200426:1306,233.64,69.67,26.13,2.9,0
20200426:1406,254.6,55.41,25.45,2.9,0
20200426:1506,313.48,40.89,25.53,3.86,0
20200426:1606,312.46,26.31,26.14,3.79,0
20200426:1706,104.7,11.75,26.48,2.76,0
20200426:1806,0,0,26.25,1.24,0
20200426:1906,0,0,27.17,1.59,0
20200426:2006,0,0,26.38,1.59,0
20200426:2106,0,0,26.11,1.72,0
20200426:2206,0,0,25.99,1.66,0
20200426:2306,0,0,25.96,1.52,0
20200427:0006,0,0,25.75,1.52,0
20200427:0106,0,0,25.62,1.38,0
20200427:0206,0,0,25.52,1.31,0
20200427:0306,0,0,25.4,1.24,0
20200427:0406,0,0,25.25,1.24,0
20200427:0506,0,0,25.09,1.24,0
20200427:0606,43.95,5.99,25.02,1.17,0
20200427:0706,255.55,20.52,26.42,1.31,0
20200427:0806,497.02,35.08,28.04,2.07,0
20200427:0906,703.52,49.61,29.48,2.21,0
20200427:1006,751.06,63.98,30.42,2.21,0
20200427:1106,864.37,77.5,31,2.28,0
20200427:1206,828.95,81.62,31.12,2.41,0
20200427:1306,842.21,69.53,31.34,2.62,0
20200427:1406,550.39,55.33,31.86,2.55,0
20200427:1506,544.39,40.84,31.61,2.55,0
20200427:1606,356.03,26.28,30.82,2.62,0
20200427:1706,125.38,11.73,29.81,2.28,0
20200427:1806,0,0,28.67,2.28,0
20200427:1906,0,0,27.67,2.34,0
20200427:2006,0,0,27.06,2.14,0
20200427:2106,0,0,26.54,1.79,0
20200427:2206,0,0,26.15,1.45,0
20200427:2306,0,0,25.9,1.38,0
20200428:0006,0,0,25.64,1.52,0
20200428:0106,0,0,25.44,1.59,0
20200428:0206,0,0,25.25,1.59,0
20200428:0306,0,0,25.11,1.52,0
20200428:0406,0,0,24.98,1.45,0
20200428:0506,0,0,24.88,1.38,0
20200428:0606,43.42,6.06,24.82,1.24,0
20200428:0706,214.66,20.57,26.1,1.79,0
20200428:0806,299.32,35.11,27.62,2.07,0
20200428:0906,679.03,49.62,29.02,1.66,0
20200428:1006,863.92,63.95,30.63,1.59,0
20200428:1106,960.83,77.36,32.13,1.59,0
20200428:1206,975.25,81.33,33.03,1.52,0
20200428:1306,910.3,69.39,33.07,2.07,0
20200428:1406,737.1,55.24,31.97,3.03,0
20200428:1506,577.73,40.78,30.07,3.38,0
20200428:1606,350.78,26.24,29.24,3.31,0
20200428:1706,120.3,11.71,28.55,2.76,0
20200428:1806,0,0,27.96,2.28,0
20200428:1906,0,0,27.13,2.14,0
20200428:2006,0,0,26.76,2,0
20200428:2106,0,0,26.49,2,0
20200428:2206,0,0,26.33,2.07,0
20200428:2306,0,0,26.16,2.07,0
20200429:0006,0,0,25.94,2,0
20200429:0106,0,0,25.75,1.93,0
20200429:0206,0,0,25.58,1.79,0
20200429:0306,0,0,25.51,1.72,0
20200429:0406,0,0,25.49,1.52,0
20200429:0506,0,0,25.49,1.38,0
20200429:0606,45.49,6.13,25.44,1.38,0
20200429:0706,214.68,20.62,26.44,2.21,0
20200429:0806,300.27,35.14,27.81,3.03,0
20200429:0906,64.9,49.62,29.07,3.1,0
20200429:1006,78.88,63.91,30.57,3.1,0
20200429:1106,86.87,77.2,31.2,2.97,0
20200429:1206,167.74,81.04,31.44,2.76,0
20200429:1306,445.99,69.25,32.17,2.69,0
20200429:1406,598.63,55.16,32.22,2.55,0
20200429:1506,533.88,40.72,31.52,2.69,0
20200429:1606,352.48,26.21,29.16,2.21,0
20200429:1706,109.37,11.7,28.57,2.28,0
20200429:1806,0,0,27.96,1.59,0
20200429:1906,0,0,27.75,1.66,0
20200429:2006,0,0,27.33,1.93,0
20200429:2106,0,0,27.02,1.93,0
20200429:2206,0,0,26.67,1.79,0
20200429:2306,0,0,26.51,1.72,0
20200430:0006,0,0,26.15,1.72,0
20200430:0106,0,0,25.9,1.72,0
20200430:0206,0,0,25.66,1.66,0
20200430:0306,0,0,25.48,1.52,0
20200430:0406,0,0,25.32,1.52,0
20200430:0506,0,0,25.2,1.45,0
20200430:0606,46.05,6.19,25.18,1.38,0
20200430:0706,249.36,20.66,26.4,2.9,0
20200430:0806,487.14,35.16,27.99,3.03,0
20200430:0906,673.7,49.62,29.5,3.03,0
20200430:1006,803.72,63.86,30.84,2.97,0
20200430:1106,651.98,77.05,31.48,2.97,0
20200430:1206,354.4,80.76,31.44,2.97,0
20200430:1306,488.65,69.11,31.6,3.03,0
20200430:1406,185.71,55.08,29.47,2.62,0
20200430:1506,105.84,40.67,29.12,2.69,0
20200430:1606,117.82,26.18,29.22,2.97,0
20200430:1706,96.51,11.68,28.72,2.48,0
20200430:1806,0,0,28.09,2.28,0
20200430:1906,0,0,27.56,1.93,0
20200430:2006,0,0,27.01,1.86,0
20200430:2106,0,0,26.6,1.79,0
20200430:2206,0,0,26.2,1.86,0
20200430:2306,0,0,25.92,1.93,0
20200501:0006,0,0,25.74,1.79,0
20200501:0106,0,0,25.48,1.72,0
20200501:0206,0,0,25.31,1.52,0
20200501:0306,0,0,25.25,1.52,0
20200501:0406,0,0,25.17,1.59,0
20200501:0506,0,0,25.09,1.59,0
20200501:0606,48.79,6.25,25.14,1.52,0
20200501:0706,256.1,20.7,26,2.48,0
20200501:0806,498.03,35.18,27.53,2.55,0
20200501:0906,703.56,49.61,28.93,2.14,0
20200501:1006,871.97,63.81,30.54,2,0
20200501:1106,967.06,76.89,31.8,2.14,0
20200501:1206,975.78,80.48,32.6,2.34,0
20200501:1306,902.14,68.97,33.13,2.48,0
20200501:1406,782.14,54.99,33.15,2.55,0
20200501:1506,590.45,40.62,32.77,2.62,0
20200501:1606,356.83,26.14,31.74,2.83,0
20200501:1706,123.79,11.67,30.36,2.76,0
20200501:1806,0,0,28.94,2.48,0
20200501:1906,0,0,27.88,2.34,0
20200501:2006,0,0,27.15,2,0
20200501:2106,0,0,26.65,1.79,0
20200501:2206,0,0,26.27,1.66,0
20200501:2306,0,0,25.94,1.66,0
20200502:0006,0,0,25.68,1.66,0
20200502:0106,0,0,25.45,1.66,0
20200502:0206,0,0,25.29,1.66,0
20200502:0306,0,0,25.18,1.59,0
20200502:0406,0,0,25.08,1.52,0
20200502:0506,0,0,25.01,1.45,0
20200502:0606,45.51,6.31,25.07,1.31,0
20200502:0706,261.3,20.74,27.09,2.83,0
20200502:0806,490.62,35.2,28.45,3.1,0
20200502:0906,638.08,49.6,29.99,2.83,0
20200502:1006,709.66,63.75,31,2.69,0
20200502:1106,760.87,76.72,31.79,2.76,0
20200502:1206,871.85,80.2,32.57,2.9,0
20200502:1306,735.83,68.84,33.15,3.17,0
20200502:1406,756.23,54.91,32.14,3.31,0
20200502:1506,560.57,40.56,31.24,3.24,0
20200502:1606,349.65,26.12,30.79,3.31,0
20200502:1706,122.65,11.66,29.9,2.97,0
20200502:1806,0,0,29.06,2.69,0
20200502:1906,0,0,28.26,2.55,0
20200502:2006,0,0,27.72,2.41,0
20200502:2106,0,0,27.31,2.07,0
20200502:2206,0,0,27,1.93,0
20200502:2306,0,0,26.7,2.07,0
20200503:0006,0,0,26.68,1.93,0
20200503:0106,0,0,26.5,1.72,0
20200503:0206,0,0,26.43,1.59,0
20200503:0306,0,0,26.25,1.59,0
20200503:0406,0,0,26.15,1.59,0
20200503:0506,0,0,26.19,1.59,0
20200503:0606,47.03,6.36,26.09,1.52,0
20200503:0706,69.89,20.78,26.73,2.55,0
20200503:0806,343.88,35.21,28.13,2.55,0
20200503:0906,288.23,49.59,29.48,2.76,0
20200503:1006,142.78,63.7,30.33,2.69,0
20200503:1106,209.68,76.55,30.59,2.55,0
20200503:1206,116.82,79.93,29.09,2.34,0
20200503:1306,112.83,68.7,28.19,1.86,0
20200503:1406,562.4,54.83,28.04,1.93,0
20200503:1506,337.11,40.51,28.47,1.93,0
20200503:1606,217.34,26.09,27.17,1.38,0
20200503:1706,88.49,11.66,26.71,1.66,0
20200503:1806,0,0,26.36,1.79,0
20200503:1906,0,0,26.95,2.55,0
20200503:2006,0,0,26.68,2.34,0
20200503:2106,0,0,26.56,2.07,0
20200503:2206,0,0,26.27,1.86,0
20200503:2306,0,0,26.06,1.72,0
20200504:0006,0,0,25.92,1.45,0
20200504:0106,0,0,25.73,1.03,0
20200504:0206,0,0,25.59,0.97,0
20200504:0306,0,0,25.52,1.03,0
20200504:0406,0,0,25.58,0.97,0
20200504:0506,0,0,25.55,0.97,0
20200504:0606,41.24,6.41,25.55,0.76,0
20200504:0706,252.43,20.81,25.82,0.41,0
20200504:0806,368.51,35.22,27.19,1.45,0
20200504:0906,442.01,49.57,28.52,1.72,0
20200504:1006,786.12,63.63,29.77,1.86,0
20200504:1106,915.97,76.38,30.89,1.86,0
20200504:1206,963.74,79.66,31.52,2,0
20200504:1306,760.72,68.56,31.92,2.28,0
20200504:1406,668.39,54.75,31.58,2.48,0
20200504:1506,572.66,40.47,31.07,2.55,0
20200504:1606,300.14,26.06,30.24,2.55,0
20200504:1706,124.26,11.65,29.42,2.34,0
20200504:1806,0,0,28.4,2,0
20200504:1906,0,0,27.69,1.79,0
20200504:2006,0,0,27.09,1.72,0
20200504:2106,0,0,26.66,1.66,0
20200504:2206,0,0,26.33,1.66,0
20200504:2306,0,0,26.11,1.66,0
20200505:0006,0,0,25.89,1.59,0
20200505:0106,0,0,25.67,1.59,0
20200505:0206,0,0,25.51,1.52,0
20200505:0306,0,0,25.38,1.45,0
20200505:0406,0,0,25.3,1.38,0
20200505:0506,0,0,25.28,1.31,0
20200505:0606,47.57,6.46,25.28,1.24,0
20200505:0706,238.41,20.84,26.35,0.83,0
20200505:0806,482.82,35.23,28.28,2,0
20200505:0906,690.05,49.55,29.18,2.14,0
20200505:1006,752.17,63.57,30.45,1.79,0
20200505:1106,808.01,76.2,31.67,1.38,0
20200505:1206,728.68,79.39,32.34,1.24,0
20200505:1306,571.43,68.43,33.03,1.45,0
20200505:1406,731.69,54.67,33.11,1.72,0
20200505:1506,544.94,40.42,31.76,2.21,0
20200505:1606,340.07,26.04,31.03,2.41,0
20200505:1706,119.36,11.65,30.14,2.41,0
20200505:1806,0,0,28.97,2,0
20200505:1906,0,0,28.2,2.14,0
20200505:2006,0,0,27.57,1.79,0
20200505:2106,0,0,27.19,1.66,0
20200505:2206,0,0,26.91,1.66,0
20200505:2306,0,0,26.59,1.59,0
20200506:0006,0,0,26.37,1.38,0
20200506:0106,0,0,26.18,1.31,0
20200506:0206,0,0,26,1.38,0
20200506:0306,0,0,25.89,1.38,0
20200506:0406,0,0,25.77,1.45,0
20200506:0506,0,0,25.68,1.45,0
20200506:0606,49.07,6.51,25.69,1.45,0
20200506:0706,255.15,20.86,27.05,2.76,0
20200506:0806,486.83,35.23,28.35,2.69,0
20200506:0906,680.5,49.53,29.54,2.48,0
20200506:1006,687.98,63.5,30.96,2.21,0
20200506:1106,649.23,76.03,31.38,2.28,0
20200506:1206,706.15,79.13,31.89,2.34,0
20200506:1306,869.96,68.29,32.54,2.48,0
20200506:1406,741.08,54.59,32.48,2.69,0
20200506:1506,573.94,40.37,31.43,2.62,0
20200506:1606,313.5,26.02,30.28,2.55,0
20200506:1706,116.38,11.64,29.81,2.48,0
20200506:1806,0,0,29,1.93,0
20200506:1906,0,0,28.29,1.93,0
20200506:2006,0,0,27.72,1.79,0
20200506:2106,0,0,27.28,1.79,0
20200506:2206,0,0,27.11,1.79,0
20200506:2306,0,0,26.82,1.79,0
20200507:0006,0,0,26.65,1.86,0
20200507:0106,0,0,26.47,1.86,0
20200507:0206,0,0,26.26,1.86,0
20200507:0306,0,0,26.1,1.86,0
20200507:0406,0,0,26.11,1.86,0
20200507:0506,0,0,26.07,1.79,0
20200507:0606,50.28,6.55,26.09,1.72,0
20200507:0706,254.97,20.88,27.05,2.41,0
20200507:0806,468.3,35.24,28.46,2.76,0
20200507:0906,594.67,49.5,29.7,2.83,0
20200507:1006,695.29,63.42,30.86,2.83,0
20200507:1106,733.84,75.85,31.29,2.83,0
20200507:1206,852.87,78.87,31.48,2.83,0
20200507:1306,771.62,68.16,31.98,2.9,0
20200507:1406,767.99,54.52,31.82,2.83,0
20200507:1506,522.86,40.33,30.56,2.55,0
20200507:1606,335.67,25.99,29.6,2.48,0
20200507:1706,108.62,11.64,29.32,2.34,0
20200507:1806,0,0,28.78,2,0
20200507:1906,0,0,28.11,1.86,0
20200507:2006,0,0,27.5,1.66,0
20200507:2106,0,0,27.09,1.59,0
20200507:2206,0,0,26.82,1.52,0
20200507:2306,0,0,26.57,1.52,0
20200508:0006,0,0,26.29,1.59,0
20200508:0106,0,0,26.12,1.59,0
20200508:0206,0,0,25.98,1.66,0
20200508:0306,0,0,25.88,1.52,0
20200508:0406,0,0,25.74,1.45,0
20200508:0506,0,0,25.65,1.31,0
20200508:0606,48.51,6.59,25.61,1.17,0
20200508:0706,242.5,20.9,27.16,2.07,0
20200508:0806,401.96,35.23,28.34,2.07,0
20200508:0906,591.58,49.47,29.7,1.93,0
20200508:1006,479.91,63.35,30.76,2.14,0
20200508:1106,670.17,75.67,30.34,2.14,0
20200508:1206,793.82,78.62,30.3,2.21,0
20200508:1306,739.28,68.03,30.08,1.86,0
20200508:1406,546.98,54.44,30.19,2.41,0
20200508:1506,526.5,40.29,28.04,1.79,0
20200508:1606,321.84,25.98,28.39,1.45,0
20200508:1706,82.47,11.65,28.53,1.72,0
20200508:1806,0,0,27.77,2.07,0
20200508:1906,0,0,27.62,2.07,0
20200508:2006,0,0,27.25,2.14,0
20200508:2106,0,0,26.97,2.14,0
20200508:2206,0,0,26.71,1.93,0
20200508:2306,0,0,26.45,1.72,0
20200509:0006,0,0,26.23,1.66,0
20200509:0106,0,0,26.07,1.72,0
20200509:0206,0,0,25.86,1.66,0
20200509:0306,0,0,25.86,1.59,0
20200509:0406,0,0,25.63,1.59,0
20200509:0506,0,0,25.63,1.45,0
20200509:0606,47.96,6.63,25.61,1.31,0
20200509:0706,239.34,20.92,26.91,3.24,0
20200509:0806,416.74,35.23,28.3,3.31,0
20200509:0906,613.26,49.43,29.26,2.9,0
20200509:1006,732.25,63.27,30.21,2.41,0
20200509:1106,760.16,75.49,30.89,1.93,0
20200509:1206,782.99,78.37,31.3,1.86,0
20200509:1306,796.27,67.9,31.85,1.93,0
20200509:1406,710.88,54.37,31.02,1.79,0
20200509:1506,146.77,40.25,28.47,2.14,0
20200509:1606,354.52,25.96,27.66,2.41,0
20200509:1706,124.51,11.65,27.7,2.28,0
20200509:1806,0,0,27.38,2.07,0
20200509:1906,0,0,27.45,1.93,0
20200509:2006,0,0,27.06,2,0
20200509:2106,0,0,26.79,1.66,0
20200509:2206,0,0,26.51,1.52,0
20200509:2306,0,0,26.33,1.45,0
20200510:0006,0,0,26.1,1.59,0
20200510:0106,0,0,25.98,1.79,0
20200510:0206,0,0,25.87,1.79,0
20200510:0306,0,0,25.86,1.79,0
20200510:0406,0,0,25.84,1.79,0
20200510:0506,0,0,25.75,1.66,0
20200510:0606,47.41,6.66,25.83,1.59,0
20200510:0706,222.22,20.94,27.25,2.69,0
20200510:0806,378.97,35.22,28.55,2.69,0
20200510:0906,521.96,49.4,29.67,2.21,0
20200510:1006,77.88,63.18,30.62,1.52,0
20200510:1106,85.87,75.3,30.13,1.31,0
20200510:1206,86.87,78.13,27.72,2.07,0
20200510:1306,81.87,67.77,26.91,3.03,0
20200510:1406,69.89,54.3,26.97,4,0
20200510:1506,116.82,40.21,27.34,3.72,0
20200510:1606,143.72,25.94,27.56,3.1,0
20200510:1706,52.88,11.65,27.44,2.28,0
20200510:1806,0,0,27.19,1.59,0
20200510:1906,0,0,25.59,1.24,0
20200510:2006,0,0,25.47,1.31,0
20200510:2106,0,0,25.38,1.45,0
20200510:2206,0,0,25.37,1.59,0
20200510:2306,0,0,25.4,1.59,0
20200511:0006,0,0,25.29,1.59,0
20200511:0106,0,0,25.3,2.07,0
20200511:0206,0,0,25.05,1.72,0
20200511:0306,0,0,24.98,1.1,0
20200511:0406,0,0,24.89,0.83,0
20200511:0506,0,0,24.88,0.69,0
20200511:0606,48.9,6.69,24.69,0.69,0
20200511:0706,98.72,20.95,25.13,0.97,0
20200511:0806,349.53,35.21,26.29,1.66,0
20200511:0906,681.25,49.36,27.73,2.14,0
20200511:1006,805.09,63.1,28.46,2.34,0
20200511:1106,837.46,75.12,28.85,2.55,0
20200511:1206,630.49,77.89,29.26,2.55,0
20200511:1306,681.29,67.64,29.84,2.34,0
20200511:1406,632.53,54.23,29.85,2.21,0
20200511:1506,155.76,40.17,27.21,1.59,0
20200511:1606,211.09,25.93,27.12,1.66,0
20200511:1706,82.4,11.66,27.11,2,0
20200511:1806,0,0,26.2,1.66,0
20200511:1906,0,0,26.62,1.66,0
20200511:2006,0,0,26.22,1.59,0
20200511:2106,0,0,25.86,1.52,0
20200511:2206,0,0,25.68,1.45,0
20200511:2306,0,0,25.6,1.31,0
20200512:0006,0,0,25.5,1.17,0
20200512:0106,0,0,25.27,1.1,0
20200512:0206,0,0,24.96,1.24,0
20200512:0306,0,0,24.84,1.17,0
